Stofgroep	Stofnaam	CAS-nummer	Afdeling	Branche	Subbranche	Compartiment	Emissiestatus	
ZZS boorverbindingen			3.4 Nutssector en industrie	3.4.5 Minerale producten industrie	3.4.5 b het maken van producten van glas	Water	Emissie verwacht
ZZS boorverbindingen	dibutyltinwaterstofboraat	75113-37-0	3.4 Nutssector en industrie	3.4.5 Minerale producten industrie	3.4.5 b het maken van producten van glas	Water	Emissie mogelijk
ZZS boorverbindingen	boorzuur	10043-35-3	3.4 Nutssector en industrie	3.4.5 Minerale producten industrie	3.4.5 b het maken van producten van glas	Water	Emissie mogelijk
ZZS boorverbindingen	perboorzuur (HBO(O2)) natriumzout monohydraat	10332-33-9	3.4 Nutssector en industrie	3.4.5 Minerale producten industrie	3.4.5 b het maken van producten van glas	Water	Emissie mogelijk
ZZS boorverbindingen	perboorzuur (HBO(O2)) natriumzout tetrahydraat	10486-00-7	3.4 Nutssector en industrie	3.4.5 Minerale producten industrie	3.4.5 b het maken van producten van glas	Water	Emissie mogelijk
ZZS boorverbindingen	natuurlijk ruw boorzuur met een gehalte aan H3BO3 van niet meer dan 85 gewichtsprocenten berekend op de droge stof	11113-50-1	3.4 Nutssector en industrie	3.4.5 Minerale producten industrie	3.4.5 b het maken van producten van glas	Water	Emissie mogelijk
ZZS boorverbindingen	perboorzuur natriumzout	11138-47-9	3.4 Nutssector en industrie	3.4.5 Minerale producten industrie	3.4.5 b het maken van producten van glas	Water	Emissie mogelijk
ZZS boorverbindingen	trinikkelboride	12007-02-2	3.4 Nutssector en industrie	3.4.5 Minerale producten industrie	3.4.5 b het maken van producten van glas	Water	Emissie mogelijk
ZZS boorverbindingen	perboorzuur natriumzout monohydraat	12040-72-1	3.4 Nutssector en industrie	3.4.5 Minerale producten industrie	3.4.5 b het maken van producten van glas	Water	Emissie mogelijk
ZZS boorverbindingen	boraxpentahydraat	12179-04-3	3.4 Nutssector en industrie	3.4.5 Minerale producten industrie	3.4.5 b het maken van producten van glas	Water	Emissie mogelijk
ZZS boorverbindingen	tetraboordinatriumheptaoxide hydraat	12267-73-1	3.4 Nutssector en industrie	3.4.5 Minerale producten industrie	3.4.5 b het maken van producten van glas	Water	Emissie mogelijk
ZZS boorverbindingen	diboortrioxide	1303-86-2	3.4 Nutssector en industrie	3.4.5 Minerale producten industrie	3.4.5 b het maken van producten van glas	Water	Emissie mogelijk
ZZS boorverbindingen	boraxdecahydraat	1303-96-4	3.4 Nutssector en industrie	3.4.5 Minerale producten industrie	3.4.5 b het maken van producten van glas	Water	Emissie mogelijk
ZZS boorverbindingen	dinatriumtetraboraat, watervrij	1330-43-4	3.4 Nutssector en industrie	3.4.5 Minerale producten industrie	3.4.5 b het maken van producten van glas	Water	Emissie mogelijk
ZZS boorverbindingen	perboorzuur (H3BO2(O2)) mononatriumzout trihydraat	13517-20-9	3.4 Nutssector en industrie	3.4.5 Minerale producten industrie	3.4.5 b het maken van producten van glas	Water	Emissie mogelijk
ZZS boorverbindingen	orthoboorzuur natriumzout	13840-56-7	3.4 Nutssector en industrie	3.4.5 Minerale producten industrie	3.4.5 b het maken van producten van glas	Water	Emissie mogelijk
ZZS boorverbindingen	nikkelbis(tetrafluorboraat)	14708-14-6	3.4 Nutssector en industrie	3.4.5 Minerale producten industrie	3.4.5 b het maken van producten van glas	Water	Emissie mogelijk
ZZS boorverbindingen	natriumperboraat	15120-21-5	3.4 Nutssector en industrie	3.4.5 Minerale producten industrie	3.4.5 b het maken van producten van glas	Water	Emissie mogelijk
