Stofgroep	Stofnaam	CAS-nummer	Afdeling	Branche	Subbranche	Compartiment	Emissiestatus	
ZZS aromatische amines			3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie verwacht
ZZS aromatische amines	4,4'-methyleenbis(2-chlooraniline)	101-14-4	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	zouten van 4,4'-methyleenbis(2-chlooraniline)		3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	2,4,5-trimethylaniline	137-17-7	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	3,3'-dichloorbenzidine	91-94-1	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	3,3'-dimethoxybenzidine	119-90-4	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	zouten van 3,3'-dimethoxybenzidine		3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	4,4'-bi-o-toluïdine	119-93-7	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	N-(1,3-dimethylbutyl)-N'-fenyl-1,4-benzeendiamine	793-24-8	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	4,4'-methyleendianiline	101-77-9	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	4,4'-methyleendi-o-toluidine	838-88-0	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	4,4'-oxydianiline	101-80-4	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	4,4'-thiodianiline	139-65-1	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	zouten van 4,4'-thiodianiline		3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	4-aminoazobenzeen	60-09-3	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	4-aminobifenyl	92-67-1	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	zouten van 4-aminobifenyl		3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	4-chlooraniline	106-47-8	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	4-chloor-o-toluïdine	95-69-2	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	2,4-diaminoanisool	615-05-4	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	2,4-tolueendiamine	95-80-7	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	6-methoxy-m-toluïdine	120-71-8	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	benzidine	92-87-5	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	fenylhydrazine	100-63-0	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	o-aminoazotolueen	97-56-3	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	o-anisidine	90-04-0	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	o-toluidine	95-53-4	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	N,N,N',N'-tetramethyl-4,4'-methyleendianiline	101-61-1	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	1-(2-amino-5-chloorfenyl)-2,2,2-trifluor-1,1-ethaandiol hydrochloride [met 0,1 procent of meer 4-chlooraniline (EC-nr. 203-401-0)]	214353-17-0	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	2,4,5-trimethylanilinehydrochloride	21436-97-5	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	formaldehyde, oligomere reactieproducten met aniline	25214-70-4	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	benzidine dihydrochloride	531-85-1	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	benzidine sulfaat	21136-70-9	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	benzidine acetaat	36341-27-2	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	2-naftylamine acetaat	553-00-4	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	2-naftylamine hydrochloride	612-52-2	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	C.I. Basic Red 9	569-61-9	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	4,4'-bi-o-toluidine dihydrochloride	612-82-8	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	N,N'-diacetylbenzidine	613-35-4	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
ZZS aromatische amines	4,4'-bi-o-toluidine disulfaat	64969-36-4	3.2 Activiteiten die bedrijfstakken overstijgen	3.2.11 Opslaan van ontplofbare stoffen voor civiel gebruik		Water	Emissie mogelijk
