Stofgroep	Stofnaam	CAS-nummer	Afdeling	Branche	Subbranche	Compartiment	Emissiestatus	
ZZS PFAS	tris[4-(1,1-dimethylethyl)fenyl]-sulfonium, zout met tridecafluorhexaansulfonzuur	425670-70-8	3.7 Dienstverlening, onderwijs en zorg	3.7.10 Voorziening voor het oefenen van brandbestrijdingstechnieken		Water	Emissie mogelijk
ZZS PFAS	bis[(1,1-dimethylethyl)phenyl]-jodonium, zout met tridecafluorhexaansulfonzuur (1:1) (9CI)	866621-50-3	3.7 Dienstverlening, onderwijs en zorg	3.7.10 Voorziening voor het oefenen van brandbestrijdingstechnieken		Water	Emissie mogelijk
ZZS PFAS	(4-methylfenyl)difenyl-sulfonium, tridecafluorhexaansulfonaat (1:1)	910606-39-2	3.7 Dienstverlening, onderwijs en zorg	3.7.10 Voorziening voor het oefenen van brandbestrijdingstechnieken		Water	Emissie mogelijk
ZZS PFAS	[4-[(2-methyl-1-oxo-2-propen-1-yl)oxy]fenyl]difenyl-sulfonium, tridecafluorhexaansulfonaat (1:1)	911027-68-4	3.7 Dienstverlening, onderwijs en zorg	3.7.10 Voorziening voor het oefenen van brandbestrijdingstechnieken		Water	Emissie mogelijk
ZZS PFAS	[4-[(2-methyl-1-oxo-2-propenyl)oxy]fenyl]difenyl-sulfonium, zout met tridecafluorhexaansulfonzuur (1:1)	911027-69-5	3.7 Dienstverlening, onderwijs en zorg	3.7.10 Voorziening voor het oefenen van brandbestrijdingstechnieken		Water	Emissie mogelijk
ZZS PFAS	19-[4-(1,1-dimethylethyl)fenyl]-6,7,9,10,12,13-hexahydro-dibenzo[k,n][1,4,7,10,13]tetraoxathiacyclopentadecinium, tridecafluorhexaansulfonaat (1:1) 	928049-42-7	3.7 Dienstverlening, onderwijs en zorg	3.7.10 Voorziening voor het oefenen van brandbestrijdingstechnieken		Water	Emissie mogelijk
ZZS PFAS	trifenyl(fenylmethyl)-fosfonium, tridecafluorhexaansulfonaat (1:1) 	1000597-52-3	3.7 Dienstverlening, onderwijs en zorg	3.7.10 Voorziening voor het oefenen van brandbestrijdingstechnieken		Water	Emissie mogelijk
ZZS PFAS	tridecafluorhexaansulfonzuur, verbinding met pyrrolidine (1:1)	1187817-57-7	3.7 Dienstverlening, onderwijs en zorg	3.7.10 Voorziening voor het oefenen van brandbestrijdingstechnieken		Water	Emissie mogelijk
ZZS PFAS	N-[4-[[4-(diethylamino)fenyl][4-(ethylamino)-1-naftalenyl]methyleen]-2,5-cyclohexadieen-1-ylideen]-N-ethyl-ethylamine, tridecafluorhexaansulfonaat (1:1)	1310480-24-0	3.7 Dienstverlening, onderwijs en zorg	3.7.10 Voorziening voor het oefenen van brandbestrijdingstechnieken		Water	Emissie mogelijk
ZZS PFAS	N-[4-[[4-(dimethylamino)fenyl][4-(ethylamino)-1-naftalenyl]methyleen]-2,5-cyclohexadieen-1-ylideen]-N-methyl-methylamine, tridecafluorhexaansulfonaat (1:1)	1310480-27-3	3.7 Dienstverlening, onderwijs en zorg	3.7.10 Voorziening voor het oefenen van brandbestrijdingstechnieken		Water	Emissie mogelijk
ZZS PFAS	N-[4-[[4-(dimethylamino)fenyl][4-(fenylamino)-1-naftalenyl]methyleen]-2,5-cyclohexadieen-1-ylideen]-N-methyl-methylamine, tridecafluorhexaansulfonaat (1:1)	1310480-28-4	3.7 Dienstverlening, onderwijs en zorg	3.7.10 Voorziening voor het oefenen van brandbestrijdingstechnieken		Water	Emissie mogelijk
ZZS PFAS	beta-cyclodextrin, verbinding met tridecafluorhexaansulfonzuur ion(1-) (1:1)	1329995-45-0	3.7 Dienstverlening, onderwijs en zorg	3.7.10 Voorziening voor het oefenen van brandbestrijdingstechnieken		Water	Emissie mogelijk
ZZS PFAS	gamma-cyclodextrin, verbinding met tridecafluorhexaansulfonzuur ion(1-) (1:1)	1329995-69-8	3.7 Dienstverlening, onderwijs en zorg	3.7.10 Voorziening voor het oefenen van brandbestrijdingstechnieken		Water	Emissie mogelijk
ZZS PFAS	1-(carboxymethyl)-4-[2-[4-[4-(2,2-difenylethenyl)fenyl]-1,2,3,3a,4,8b-hexahydrocyclopent[b]indol-7-yl]ethenyl]-chinolinium, tridecafluorhexaansulfonaat (1:1) 	1462414-59-0	3.7 Dienstverlening, onderwijs en zorg	3.7.10 Voorziening voor het oefenen van brandbestrijdingstechnieken		Water	Emissie mogelijk
ZZS PFAS	natrium perfluorheptanoaat	20109-59-5	3.7 Dienstverlening, onderwijs en zorg	3.7.10 Voorziening voor het oefenen van brandbestrijdingstechnieken		Water	Emissie mogelijk
ZZS PFAS	kalium perfluorheptanoaat	21049-36-5	3.7 Dienstverlening, onderwijs en zorg	3.7.10 Voorziening voor het oefenen van brandbestrijdingstechnieken		Water	Emissie mogelijk
ZZS PFAS	ammoniumperfluorheptanoaat	6130-43-4	3.7 Dienstverlening, onderwijs en zorg	3.7.10 Voorziening voor het oefenen van brandbestrijdingstechnieken		Water	Emissie mogelijk
